job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
7438,EHS Manager,"US, TN, Nashville",,,"Shirley Parsons LLC is a specialist recruitment consultancy working within the Environmental and Health &amp; Safety markets. We have a passion for developing healthier, safer environments and our mission is to build long-term, sustainable relationships with both our clients and our candidates.  We partner our clients throughout the recruitment process, providing an unparalleled level of service with the ultimate goal of building high performing teams that will deliver efficient systems and procedures, improve safety performance and further enhance our clients?€? profit margins.","The EHS??(Environmental, Health, and Safety)??Manager is responsible for ensuring the overall working conditions compliance with local and corporate occupational safety and health regulations and procedures.?? Responsibilities may include inspecting machinery, equipment and other working conditions in project sites. Observes workers to determine use of prescribed and proper safety equipment, such as glasses, helmets, respirators, fall protection and clothing. Addresses EHS issues as the site?€?s lead person.????Major Duties &amp; Responsibilities Include:Directs and administers specific functions of the EHS program at the company or project level.Creates, evaluates, educates, and administers the EHS program for all levels of employees.Conducts surveys, evaluations, inspections, and investigations of incidents and activities without supervision.Gathers information and correlates data.Able to perform all aspects of EHS training.??Ability to run multi-projects on one site.??Additional Duties &amp; Responsibilities:??Refines working knowledge of EHS programs by applying EHS procedures.Direct and supervise the activities of subordinates.Participates in monitoring and controlling EHS standards.Prepares, maintains, and retrieves records, reports, or documents that may be required to meet corporate or regulatory requirements, including monitoring application of EHS standards.Promotes EHS awareness and fosters this awareness throughout the company, project or office.Promotes the IFE Culture between clients, co-workers and subcontractors.Supports all IFE Committee Initiatives on site.Performs other duties as assigned.","??Job Skills &amp; Abilities:Good Computer knowledge and efficiency, including but not limited to, Microsoft Office productsGreat understanding of construction and general industryExcellent understanding of Pre Task PlanningExcellent understanding, as well as develop and administer the ISO 14001/OHSAS 18001 management systemStrong written and verbal communication skills in English.Basic math/statistic &amp; accounting skillsFunctions effectively as part of a team??AccountableDependabilityQuick Decision MakerAbility to maintain discretion and confidentiality at all times.??Specific Requirements: 30 hour OSHA Construction Safety Class or equivalent within the last 5 yearsAn average of at least 24 hours of safety training each year for the past 5 years with training for competent person status for at least the following 4 area: Excavation, Scaffolding, Fall Protection, and Confined Space.Good written and oral communication skills.Good computer skills - Microsoft office, Word, Excel, and PowerpointMust have verifiable references.??Education and/or Experience:??Bachelors Degree (Occupational Safety and Health Management or Construction Management) preferred, or equivalent??experience and professional training.A minimum of 10 years safety work of a progressive nature with at??least 5 years of experience on similar projects.",,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Construction,,0
6442,"Tyoosis.com is looking for qualified and experienced Tutors in Vile Parle, Mumbai, Maharashtra, India","IN, MH, Mumbai",Academic,50000-300000,,"#URL_bd7d65ab2a3f8806927699b6dadad38e81f6cfdd479c544c0b9028a851e33dcf# is looking for qualified and experienced English Medium Tutors, Teachers, Trainers, Coaches, Professors in Vile Parle, Mumbai, Maharashtra, India, 400056.#URL_bd7d65ab2a3f8806927699b6dadad38e81f6cfdd479c544c0b9028a851e33dcf# is looking for tutors who can conduct highly engaging1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade, 6th Grade, 7th Grade, 8th Grade, 9th Grade, 10th Grade, 11th Grade &amp;/or 12th Grade Home Tuitions and Tuition Classes for students from the following Boards:-?????????????????? ICSE (Indian Council of Secondary Education)-?????????????????? CBSE (Central Board of Secondary Education)-?????????????????? SSC (Secondary School Certificate)-?????????????????? IGCSE (International General Certificate of Secondary Education)-?????????????????? IB (International Baccalaureate Board)The tutors must be comfortable teaching any or all of the following subjects:-?????????????????? English-?????????????????? Regional Languages (Marathi, Hindi, Gujarati, Sanskrit)-?????????????????? International Languages (French, Spanish, Mandarin, German)-?????????????????? Social Sciences (History, Civics, Geography, Economics)-?????????????????? Science (Physics, Chemistry, Biology)-?????????????????? Mathematics (Algebra, Geometry, Trigonometry, Statistics)-?????????????????? Commerce (Business, Accountancy, Business Economics)-?????????????????? Arts (Performing Arts, Drawing, Technical Drawing, Craft)-?????????????????? Physical Education (Sports, Yoga, PE)The tutors must be comfortable teaching students aged 3 to 16 years from any or all of the following schools in the Vile Parle area:-?????????????????? Chatrabhuj Narsee Memorial School-?????????????????? SVKM International School-?????????????????? Jamnabai Narsee School-?????????????????? Podar International School-?????????????????? M. P. Shah English High School-?????????????????? Bhakti Vedanta Swami Mission School-?????????????????? ??cole Mondiale World School-?????????????????? Billabong High International School-?????????????????? Maneckji Cooper Education Trust School-?????????????????? R. N. Podar School-?????????????????? Utpal Sanghvi School-?????????????????? R. N. Shah High School-?????????????????? St Xaviers High School-?????????????????? St Joseph Convent High School-?????????????????? Kalyanji K Rajpopat School-?????????????????? Sumati Vidya Kendra-?????????????????? Vrajlal Parekh Vidyanidhi High SchoolThe tutors must be comfortable conducting either-?????????????????? Tuition Classes at their residence-?????????????????? Home Tuitions at the residence of studentsOr both.The tutor must also,:-?????????????????? conduct an interactive, engaging and goal oriented class covering multiple areas within the subject-?????????????????? aim to leave students with improved learning outcomes as scores, marks as well as a thorough understanding of the subject matter through student participation and personalized attention.Only candidates who can serve student from the following localities need apply:-?????????????????? Vile Parle West (Indira Nagar, Kamala Nagar, Bajaj Road, Suresh Colony)-?????????????????? Irla (Irla Road, Juhu Lane, Irla Talao, Bhaktivendanta Swami Marg, ONGC Colony)-?????????????????? Juhu (JVPD Scheme, Gulmohar Cross Roads, Ashok Nagar, Vithal Nagar, Suvarna Nagar, Janki Kutir, Juhu Tara Road)-?????????????????? Vile Parle East (Nehru Road, Paranjpe Nagar, Netaji Subhash Nagar, Koldongri, Airport Colony, Brahman Wadi, Park Road).??Tutors would be paid Rs 100 to Rs 500 per hr depending on student/parent budget and number of classes in a month",,,0,0,0,Full-time,Not Applicable,Unspecified,Education Management,Education,0
11679,Substance Abuse Counselor (Danville Center),"US, VA, Danville",,,"Crossroads Treatment Centers is a nationally-accredited, medication-assisted, out-patient program that delivers fast, effective and affordable treatment for persons suffering from addiction to opiates. ??We provide effective and affordable outpatient treatment for opiate dependence. Our team of experienced doctors, nurses and therapists are passionate about treating opiate addiction. We provide medication along with counseling to help our patients recover. Our emphasis on counseling combined with medication helps drive our impressive success rate.","Are you a professional, detailed, multi-tasker who is wonderful with patients? Crossroads Treatment Centers is seeking a full-time Counselor for our Danville location!Responsibilities:Completing assessments, ITP's, progress notes and other necessary paperwork associated with managing a caseload of 50 patients.Providing individual and group counseling using Evidence Based Practices.Assisting patients with defining and achieving realistic goals.Conducting monthly urinalysis screenings.Providing crisis interventions as needed.Assisting in peer-to-peer record audits.Ensuring patient confidentiality.Providing supportive counseling in conjunction with Medical and Nursing Services.Contributing to the ongoing assessment and treatment planning process through participation in daily reports, case reviews, and treatment team meetings.","The most qualified candidates will possess a Bachelors' degree or equivalent and hold a LCSW, LPC, ADC in Virginia, or a recognized substance abuse certification from a National Board. This candidate will also have good problem solving and analytical abilities, as well as be proficient in verbal and written communication and have excellent customer service, organizational and interpersonal skills. Experience treating opiate-addicted patients is a plus. Candidate must be willing to start early in the morning, as work hours start at 5am. No legal impediments to serving in a licensed opiate treatment program. Must have a valid driver's license.For more information, please visit #URL_b35b6c04d847469b6bee83393468739dba5321d4b02d89f3f490975ba12cfebd#","Crossroads offers a comprehensive benefits package for our full-time employees that includes PTO, paid Holidays, Medical, Dental, Vision, HSA, Short Term Disability, Employer paid and Voluntary Life and AD&amp;D Insurance, and 401k with company match.No phone calls, please - due to the number of applicants, we can only contact those selected for interviews.?? Crossroads is an EOE.",0,1,1,Full-time,Associate,Bachelor's Degree,Medical Practice,Health Care Provider,0
359,Service Delivery Associate - On Call ,"US, NY, New York",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Service Delivery Associate will be based in New York, NY. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Answering and directing calls in a timely and professional mannerLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Keyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Experience running mail posting equipment a plusExcellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy??",,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
11377,Inside Sales Representative,"US, NY, NYC",,,"Mention changes the way you monitor the web. Create keyword-based alerts on your company name, your brand, and your competitors, and then get updated in real-time about any mentions over the web and social networks. Take action to react, collaborate, and get analytics about your online presence.With over 200,000 professionals using the app in 125+ countries, including companies such as GitHub, Spotify, MIT, Microsoft and Century21, Mention is focused on helping Marketing teams in Fortune 500 and Fortune 5,000,000 companies.","ABOUT MENTIONMention changes the way you monitor the web. Create keyword-based alerts on your company name, your brand, and your competitors, and then get updated in real-time about any mentions over the web and social networks. Take action to react, collaborate, and get analytics about your online presence.With over 200,000 professionals using the app in 125+ countries, including companies such as GitHub, Spotify, MIT, Microsoft and Century21, Mention is focused on helping Marketing team in Fortune 500 and Fortune 5,000,000 companies.We are looking for an over-achieving Sales person passionate about closing deals and SaaS B2B to become our Inside Sales Representative??in NYC.MissionManage the full sales cycle from lead scoring (no hunting needed, we have enough leads coming in) to closing.Understand the product inside and out and articulate clearly our value proposition with any amount of detail or brevity.Generate new business opportunities and effectively manage the sales pipeline.Develop strong relationships with key accounts.Help the Marketing team visualize the criteria for identifying best qualified sales leads.Share actionable customer feedback with the Product and Marketing teams.",2+ years of experience in Sales ?€? including experience in B2B SaaS.Proven track record of exceeding your sales quota.Capacity to negotiate and cut through rejection to achieve sales goals.Excellent communication skills and outgoing personality.English native (bonus for other languages).NYC based.,"Working in a fast growing startup with highly talented people.Salary: competitive, with strong incentives on results.",0,1,1,Full-time,,,Internet,,0
7577,Digital Account Supervisor,"GR, , ",Digital,,"SOLID is one of the leading advertising agencies in Greece.We deliver 360 campaigns for our clients, with a strategic point of view.You shall be treated with love, respect and be free to perform in a ""family"" friendly environment.Client list includes Unilever Hellas, Piraeus Bank, Anytime Online, Jotis SA, Bic, Factory Outlet, Eurika, Intersport and many others.",Solid seeks to recruit a Digital Account Supervisor to handle and grow some of its top clients.,Passion for digital marketing!Minimum 3 years of online marketing experienceGreat understanding of the Web and Social MediaExperience in developing online strategiesDegree in Communication or Marketing. MSc and Technology background??would be a plusExcellent knowledge of English language,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0
2248, Account Executive/Digital Ad Sales,US,,80000-110000,,"Digital Ad Sales Account ExecutiveExperience : 2 - 7 yearsLocation : San FransciscoAn Outgoing, self-motivated and energetic person looking to break into advertising/media sales, with a specific focus in the digital media space Having experience in creating and update ad sales proposals Experience in identifying the needs and develop ad sales solutions A Fast learner in understanding how internet advertising technology works and the ability to explain in ordinary termsBA/BS required Forecast revenue and manage opportunities using CRM (such as Salesforce)",,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0
5934,System Analyst,"US, CT, Bloomfield",,,"ValleySoft is a fast growing global IT Services &amp; Solutions company based in Silicon Valley, USA . At ValleySoft, we strongly believe that excellence in services to Client is not a singular act, but a habit. We make earnest effort in our constant endeavor to redefine this habit and take it to the next higher level. Our long standing, time tested experience, which span across domains, is a source of strength as it helps us effectively leverage our experience to add value to our Clients' business needs and processes. Our growth has been powered by our consultative approach, our deep understanding of business and technology, our passion for innovation - and above all, our integrity.","The candidate should be proficient in the following:??Should have strong Healthcare Domain Experience with work experience as System Analyst. Interacting with clients, understanding system and domain requirements,??Experience in .Net will be additional advantage.??Good Communication - Mandatory??Offshore Coordination - Mandatory","Skill VB.NET 9.0Location Bloomfield, CTTotal Experience 7 yrs.Max Salary $ DOE Per HourEmployment Type Direct Jobs (Full Time)Domain Any",,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
600,Software Engineer - Data,"US, CA, San Francisco",Engineering,,"Premise is building a novel information-gathering network on a global scale. The network harnesses the explosion in mobile technology, combined with sophisticated machine learning capabilities, to aggregate observations from users all around the world to deliver business, economic and human development data in real-time. We are growing the platform to sufficient scale where it will deliver any user-observable information on demand, whether that is the price of food staples at a Mumbai street market, or the length of a queue at a Walmart de M??xico parking lot.We?€?re a fast-growing startup -- bolstered by the backing of significant ?€?smart money,?€? but still young enough such that you?€?ll be a core member of the team that is reinventing how the human race understands its own economic activity. We?€?re being helped in our mission by Silicon Valley?€?s most creative and disruptive investors: Social+Capital Partnership, Google Ventures, Andreessen Horowitz and Harrison Metal.Bottom line, this is an opportunity for someone who (1) wants to build something meaningful at a fast-growing and mission-driven startup, (2) wants to contribute to the amazing, messy evolution of the open-source ecosystem, and (3) actually cares about social good enough to make Premise a permanent part of their resume.Read more about Premise??* TechCrunch:??#URL_381f76dfce96ab77e6fe5181ebb500e6c1bcba003861c737f3c721b47d9a2b17#??* New York Times:#URL_faf9a8fdc4802642fd81e7b36325164b67f939328bd86c959018f1db1d4ec784#?hpw&amp;rref=business&amp;_r=1&amp;??* Wired:??#URL_b80f608b08c2ba4ae61aa641ed4d73de557d09c00692ceba27a5cf8c44a6bf96#??* The New Yorker:#URL_42671b5464823a632cd07ad33ae34c9d33d88a4f36aefcb6aadc87e40f9b6e16#??* The Atlantic:#URL_ff8989377bd24ee8d51289196a427f4ddcbebccf08409ba4f2944721192e671d#??* MIT Technology Review:#URL_78f5a144ee0c4e1f2fa86473817f5623350989c3c7d0493d5e71157aa5f7380d#","ResponsibilitiesBuild data pipelines that analyze web content as well as user activity to drive features ranging from user-engagement, user-retention, notifications, targeting, geo-spatial applications, A/B-experimentation, cohort/session analyticsBuild &amp; launch algorithms to extract signals from data, develop recommenders, extract entities, generate product taxonomy, detect sentiment, improve search relevance and generate user preferencesBuild &amp; launch algorithms for time-series analysis, anomaly detection, analyze media, generate indices based on econometric modelsOwn release and quality assurance of data sets, including QA/side-by-side eval &amp; pipeline metrics","Required QualificationsExperience developing, releasing, and maintaining search/knowledge/data-mining applications (send us links to your projects)BS, MS or PhD in Computer Science or equivalent work experience &amp; analytical skills2+ years of experience in developing applications using one or more of: Java, Python, ScalaDeep understanding of Data Structures, Algorithms, Machine Learning, Statistical MethodsWorking knowledge of at least two of: MySQL, Redis, Hadoop/Spark, MongoDB, Protocol Buffers/Avro, Play FrameworkPassion for learning and sharing knowledge with the team around youBonus QualificationsExperience building consumer/marketplace productsExperience with one or more of NLP toolkits (Lucene, Solr/ElasticSearch, NLTK, Hadoop/Cascading/Scalding, Apache Tika) ??Experience with graph databases &amp; computing models (Neo4j, Gigraph, Titan)Passion for creating products; personal projects or other work (send us links to your GitHub repos)",,0,1,0,Full-time,,,,Engineering,0
13134,Sales Manager,"US, OH, Cleveland",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the ?€?Apply Now?€? and you will redirect to our main website where you can search for the other jobs.)#URL_94f805e93a6fa859cd8540e9767e187e295d764a384221d77f8880142b6416b7#-#URL_dbdb917780b325918ec611d0f47d6a0dff5ee871b96bc71180616d0d0570925b#-He must handle a team of 9 sales exec who are direct employees of company.-He must recruit his team by his own references and also can take assistance from empanelled consultants if required.-He has to train them, motivate them, guide them to meet the monthly and yearly targets given by company.",,,0,0,0,Full-time,,,Market Research,,0
1523,IT- Service Desk Analyst / GERMAN speaker,"CZ, PR, Prague",Customer Support,0-0,"Our group has been successfully sourcing talented, hardworking professionals for the last 10 years, making us a young but experienced recruitment consultancy in the sector.By developing strong and honest relationships with both our clients and candidates and providing a level of service that goes beyond traditional recruitment practices we are able to identify the best candidates with the right skills and the right mind set to cover any recruitment needs and assist our candidates to get the best possible job for them. We are experts in putting BEST and BEST together.","UNIQUE OPPORTUNITY for FRESH GRADUATES and CANDIDATES WITH EXPERIENCE bothwelcome to apply !Our client a leader in the telecommunications sector World Wide, will provide with further development of yourskills by a comprehensive training and getting you involve in a wide range of client services projects with GlobalCorporations in fields like: Mobile Devices, Thecnology, Communication, Media &amp; Entertainment, Automotive,Aerospace &amp; Defence, Banking, Financial Services, Insurance Services, Manufacturing, Natural Resources andlong list more.The job is based in Prague (Czech Republic). A unique chance for communicative, enthusiastic and motivatedindividuals looking for the right job, with right employer and the right salary and benefits package.The roleReceive external and internal inquiries from corporate clients regarding IT issues which they require assistance.Within your capabilities resolve the issue directly or recommend alternative solutions with the assistance of moreexperience colleagues in different IT levels.Follow up the issue with your client and other departments to establish the cause of the issue and record allrelevant details in the internal applications. Follow up with the client to ensure customer satisfaction has beenreached and the issue is closed.Keep up to date with updates and changes through out the assigned portfolio.Further duties as required with your client portfolio or geographical area covered.","????Good level of English and fluent to native German.?? User to advance level of M.Office package?? Previous experience with internal databases highly beneficial.?? Experience in Lotus Notes nice to have?? Previous customer contact experience highly benefitial.?? Excellent communication skills,?? Outgoing personality and great motivation?? Organized and reliable with analytical skills.?? Secondary School education minimum.","?? Very competitive salary.?? Corporate benefit package and social fund?? Immediate start?? Fantastic working atmosphere in an international environment?? Continuous personal development through general training and coaching,?? Advanced training here in Prague?? Development of all your potential.?? Friendly and supportive management",0,1,0,Full-time,Not Applicable,Unspecified,,Accounting/Auditing,0
8615,Hvilke APPS vil du skape?,"NO, 03, ",,,"Knowit best??r av 1800 spesialister som jobber i skj??ringspunktet mellom strategi, kreativitet og teknologi. Kulturen v??r preges av ??penhet, entrepren??rskap, h??y kompetanse og en vilje til stadig ?? utvikles. V??re mobile l??sninger var de f??rste i Norge som leverte live streaming av sportsarrangementer, styring av TV-dekodere, 2nd screen opplevelser og andre grensesprengende l??sninger p?? mobile plattformer.","Er du glad i ?? skape nye l??sninger?Vi s??ker kreative sjeler som synes det er moro ?? lage iOS-, Android- og/eller Windows Phone applikasjoner. Vi har laget RuterBillett, TV 2 Sumo, Skandiabanken, SpareBank 1, BankID for mobil og mange flere.I Universitetsgata 7 i Oslo sitter det 100 utviklere som jobber med systemutvikling. 10 av dem har mobilapplikasjoner som sitt fagfelt. N?? trenger de flere kollegaer p?? grunn av enda flere kule prosjekter. Hvis du allerede jobber med mobilutvikling og s??ker nye utfordringer er det selvf??lgelig kjempeflott, men du kan godt v??re nyutdannet. Har du jobbet med app-utvkling p?? fritiden ??nsker vi ogs?? ?? komme i kontakt med deg. Hvis du synes ti mobilutviklere h??res lite ut, kan vi nevne at vi er tre ganger s?? mange som holder p?? med dette rundt om i Knowit-Norge.Noen app-utviklere liker best ?? kun jobbe med ??n plattform, mens andre foretrekker variasjon. Knowit leverer l??sninger p?? b??de Android, iOS og WP, s?? hos oss kan du velge. Det som derimot er viktig er at du er interessert i ?? kontinuerlig videreutvikle din faglige kompetanse. Vi bruker mye tid p?? ?? sette oss inn i siste nytt, s?? hvis du trives med ?? l??re hver eneste dag vil du passe godt inn hos oss. Vi bruker smidige metoder, s?? hvis du har erfarig med det er det en fordel. At du har en personlig interesse for mobile trender tar vi som en selvf??lge. De fleste av oss har en master- eller #URL_c027e1081ab95014481b87b948c9a38eb1ebdd46492aaff148300857338d6b14#-grad, men det er ikke et absolutt krav.I en hektisk hverdag, og med konsulentene v??re spredt p?? mange prosjekter b??de i og utenfor huset, er det viktig at vi ogs?? samles i mer uformelle settinger. Vi har fast fredagspils, friluftsgruppe, eget band, ??rlig Hemsedaltur, m??nedlige internm??ter, sommerfest, julebord og kontinuerlige faglige aktiviteter. I tillegg samles vi to ganger ??rlig til fagsamling. Om v??ren drar vi p?? en st??rre utenlandstur hvor vi deler sosiale og faglige aktiviteter i 3-4 dager. Vi har bl.a. v??rt i Madrid, Praha, Reykjavik, Lisboa, Nice og Svalbard. P?? h??sten utgj??r dette vanligvis en kortere samling i Oslo-omr??det.??",,,0,1,1,,,,,,0
3141,IOS/Android Developers,"GB, , ",,,"ideaTree = in??cu??ba??tor / ??inky????b??t??r ?€? A place or situation that permits and encourages development of new ideas and makes them real.Our goal at ideaTree is simple: Give extraordinary ideas and teams access to the resources they need to create exceptional technology companies.As a hybrid incubator??accelerator??angel investor for startup?€?s, we believe that with the right amount of money, we can create entrepreneurs that can make a big difference when surrounded by the right resources: unique and ongoing mentorship from successful entrepreneurs, access to support services like legal and accounting, opportunities to meet and pitch to angel investors and venture capitalists and most importantly a collaborative community of fellow entrepreneurs.Our approach helps nurture great ideas into real products which go on to become independent revenue-generating companies by helping entrepreneurs to apply our processes to their startups thereby ensuring traction, growth, revenue, and additional funding.","ideaTree is a hybrid incubator??accelerator??angel investor for startups, we believe that with the right amount of money, we can create entrepreneurs that can make a big difference when surrounded by the right resources: unique and on-going mentorship from successful entrepreneurs, access to support services like legal and accounting, opportunities to meet and pitch to angel investors and venture capitalists and most importantly a collaborative community of fellow entrepreneurs.Our approach helps nurture great ideas into real products which go on to become independent revenue-generating companies by helping entrepreneurs to apply our processes to their startups thereby ensuring traction, growth, revenue, and additional funding.ideaTree seeks out multiple professionals who thrive in a congenial, startup focused atmosphere.??Our team is friendly, focused, and a tad obsessive. The kind of people you?€?ll love working with.We are looking for Senior IOS and Android Lead Web Developers and Junior Developers to join our team of professionals to work remotely from your own location virtually on an exciting variety of web projects.As an IOS Android Mobile application developer, you will be developing and extending the existing code base of our IOS applications using iPad, iPhone and Android Phones and Tab's.You will work with colleagues in the mobile team and with external developers to improve and implement features which our users interact with directly and will be passionate about coding and have an excellent eye for detail and an absolute commitment to making sure features are well implemented.??Our role is within the development team, part of a growing team of mobile specialists based Remotely from Home.","Key responsibilities:Maintain and enhance our iOS applicationsTranslate business requirements and mock-ups into fully functioning featuresPartner with designers to help define and implement User InterfacesProvide estimates on development cyclesImplement conversion experiments (A/B tests)Work with other teams on server-side integrationRequired Skills and ExperienceExperience with iOS application development using the iOS SDKKnowledge of Cocoa, Objective-C and XcodeKnowledge of Object Oriented concepts and a strong passion for software developmentStrong interaction and design senseSelf-motivated to explore new technologies, applications and environmentsExcellent attention to detailSelf-starter, highly motivated, team-playerFully comfortable working in English, both in writing and spoken??It would be a plus if you had:Experience with Apple Approval &amp; Distribution Process, Ad Hoc &amp; Enterprise DistributionAn approved Store AppThird party APIsGoogle Analytics??Experience designing user interfaces (UI) that feature:Interactive elementsAnimated elementsDesign principles such as white space, simplicity, chunking, proximity, weight, context,??visual cues, signposts, focus, and conventions??Demonstration of professional work habits including:Ability to solve new problems independently using Internet resourcesProactively educating yourself about the latest trends, techniques, and tools in the web development industryManaging multiple projects simultaneously??Assets:Experience making information architecture decisionsExperience using version control tools such as git","What we offer:Competitive salary, work from home?€? show us your amazing skills and we?€?ll reward you generouslyBenefits package including equity in the startups.Great working atmosphere all virtually and from your homeOpportunity to travel for meetings in Europe / Dubai and Asia??For the right Candidate the above Criteria?€?s are flexible depending on capability and knowledge.",0,1,0,Full-time,Mid-Senior level,,Internet,,0
13393,Super Marketing Specialist,"CA, ON, Toronto",,,,"?€?What do you want to be when you grow up??€? your dad asked.?€?Marine biologist? Astronaut? Doctor??€??€?No! I want to be a badass marketer when I grow up!?€? you exclaimed.If that sounds like you, then we have a perfect position for you! #URL_908cf5c389afa79f92921364ed72c8bf8c502a7836d201150ca6695ce5aee469# is looking for a marketing??genius to join our team. You will be working closely with the CEO to brainstorm, plan, and execute??marketing plans and grow our business.What you will do:1. Plan, organize, and execute marketing plans2. Competitive Analysis3. Copywriting4. Public Relation and social outreach5. Research and discover marketing venues6. Anything marketing goes and more7. Manage our social media accounts","1. You have a killer marketing instinct2. You know how to sell3. You understand human psychology4. Marketing background from university5. SWOT analysis6. PORTER 5 Forces7. Excellent English ability ?€? written and oral8. Doer and superb organizer9. Know, understand, and love technology!10. Love to tweet/blogSince this is marketing position, please show us what you got in your cover letter. You need to be able to??market yourself first before you could market anything else.P.S. we are a big fan of Don Draper (Google Mad Men)",,0,0,0,Full-time,,,Information Technology and Services,Marketing,0
15573,Chief Sales Officer - Investment Accounting SAAS - PA,"US, PA, Philadelphia",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","Experienced Chief Sales Officer is required having responsibility for leading the company?€?s entry into new markets, generating new business opportunities and expanding existing client relationships.??D - 258Job Responsibilities:??Responsible for leading the company?€?s entry into new markets, generating new business opportunities and expanding existing client relationships.Tactically generate new revenue streams in the midterm while strategically positioning the company for sustained long term growth.Suitable for a ?€?can-do?€?, ?€?roll up your sleeves?€?, ?€?hands-on?€? senior sales executive/manager who is an entrepreneurial change agent, excited and passionate about the opportunity to have a ?€?seat at the table?€?. .The CRO position will initially be a very hands-on sales leadership, player-coach role. Through proven performance there is an opportunity (and strong desire) for equity ownership.??","The ideal candidate will have an impressive and verifiable revenue growth track record in growing revenue and opening up new name business.10+ years direct selling in direct sales, sales leadership position, creating a consistent, over-quota achieving sales team.A background of creating/managing sales teams generating new logo business.A background managing sales operations and pre-sales.Highly experienced in establishing a sales process/methodology with proven results including account planning, target account strategy, time management and teaming deal execution.A prior career experience and/or subject matter expertise in one of more of the following: portfolio accounting, investment accounting, securities processing or a related field,A prior career experience and/or subject matter expertise in one or more of the following: investment management, family offices, asset management, hedge funds, pension funds, corporate or public treasury markets.A background in hosted software (SAAS) solutions.Candidate must exude a strong executive and leadership presence.??Educational Qualifications:??Bachelor degree, Graduate degree desirable.We Provide Full Time Permanent Positions for many medium to large US companies. We have more than 1500 jobs available in our website. Our website has thousands of openings and these job openings are not posted anywhere else online. When you apply online through our website, it automatically forwards your information to the recruiter handling your applied job. If you are a close match, they will contact you immediately to discuss about the positions and do everything to get you an interview with the client as quickly as possible.??Visit?? : #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_9753a54b28303bf636a2816399b9c255d76fabb791336a4c748da2611a23264f#??",,0,0,0,Full-time,,,Marketing and Advertising,,0
