"job_id","title","location","department","salary_range","company_profile","description","requirements","benefits","telecommuting","has_company_logo","has_questions","employment_type","required_experience","required_education","industry","function.","fraudulent"
9555,".NET Web Developer","GR, I, Athens","","","Threenitas S.A. is a digital media engineering company based in Athens, Greece.We work directly with brands and their agencies to plan, design, and implement complete digital media solutions. We build on top of our knowledge of digital media and our solid engineering background, to realize our clients' vision and meet their practical goals.Our strength lies in our ability to apply what we know and our eagerness to learn what we haven’t yet practiced. We love technology, gadgets and services, and we rejoice in putting them to the best of use for our client’s projects. We move across the digital divide boundary. Our technical expertise supplements our creative thinking, and acts as an amplifying factor, that supports successful delivery of our client's message. Our goal is to build projects that provide the ultimate digital experience for our audiences.","We are looking to recruit an entusiastic and talented .NET Web DeveloperOur software solutions are primarily built on top of the Microsoft #URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# technology stack (C#, MVC), but we are always looking for new and exciting tools! HTML 5, JavaScript-based frameworks, cloud-based services and mobile app frameworks are some of the technologies we heavily use.As part of our team, you will be involved in the development of interesting and often complex projects, ranging from web application systems, such as custom CMS platforms and REST style Web API's supporting our mobile and tablet apps, to cloud based solutions and mobile apps.ResponsibilitiesDevelop web applications, services and integration components in Microsoft C# using #URL_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# MVC framework.Ensure development takes into account all aspects of requirements - including data quality, customer experience, architecture, security &amp; operations - so that software is fit for purpose when it goes live.Design, implement, document, test, and fine-tune application code using .NET framework's development stack.The EnvironmentAll of our team are passionate about technology, we love exploring new technology and staying on the cutting edge. The successful candidate should be interested in technology and demonstrate a keen interest in programming.You will be encouraged to expand on ideas, play around with new technologies, develop yourself as a programmer and develop fun applications that will be used by many.","Essential SkillsThe following skills are required from a successful candidate:Good knowledge of SQL and experience of either SQL server or other major relational RDBMS.A good understanding of object-oriented analysis and design (Design Patterns, TDD, Dependency Injection, SOLID Principles).Ability to understand business requirements and create software solutions that work within agreed technical designs.Positive proactive attitude, willing to turn their hand to any problem, and willing to work things out when they fall outside their area of direct expertise.Eager to work as a member of a team and pitch in to ensure the team succeeds with its commitments.Desired SkillsThe following skills will be greatly appreciated: Any other web technology or programming language (e.g. Python/Ruby/PHP/Java). We firmly believe that each language and framework teaches us something new.Mobile Application Development (iOS, Android or Windows Phone).Exposure to cloud-based solutions (Microsoft Azure or Amazon Web Services).Exposure to front-end technologies, such as Javascript, HTML and CSS.","Competitive salary and percs dependent on skills",0,1,0,"Full-time","Associate","Professional","Computer Software","Engineering",0
10876,"Senior Account Manager","US, IL, Chicago","","","Piece &amp; Co. sources custom, artisan-made products and accessories for some of the world's top fashion and retail brands. It is committed to ending global poverty by providing sustainable employment opportunities to female artisans in the developing world. Since launching in 2011, Piece &amp; Co. has created thousands of jobs for at-risk women by connecting them to a global marketplace of conscious consumers. We have sourced products for major brands including Rachel Roy, J. Crew, Alice + Olivia, Toms Shoes, Crate &amp; Barrel, Ann Inc., and more. ","We are expanding our team and looking to hire a passionate, motivated Senior Account Manager to join our team at our headquarters in Chicago. We are seeking a highly organized team member to deliver an exceptional client experience through a natural attention to detail and the ability to anticipate and interpret client needs. This role will be primarily responsible for day-to-day management and support of our clients. We’re looking for an individual with a track record of success in managing multiple clients, delivering on high priority programs, trouble shooting, and problem solving in the fashion world. The individual will work closely with our Sales, Operations, and Product Development Teams to deliver client programs on time.","SPECIFIC RESPONSIBILITIESGain a complete understanding of each of our brand partners – this means knowing everything from their vendor manual front and back to who’s the right contact in each department to what their favorite materials are to source.Introduce brands to how we work (educating brand partners on our payment terms, production processes, and quality control)Gather key dates from the customer (events, launch dates, DC dates)Accountable for knowing all customer requirements around productionWork with sales team to manage revenue projections and plan for assigned projects/initiatives to ensure we meet client deadlinesAttend team/group meetings, create creative reports, review financials, explain sales results, support group goalsIdentify appropriate growth plan and project opportunities to ensure account, creative and operations teams are informed and involved in all relevant projectsManage multiple high-priority programs from start to finishResponsible for on time delivery of sample and production programs and accuracy of submits against technical specs Manage details of billing and accounts with vendor QUALIFICATIONS5-7 years of experience in account or program management; experience working with multiple retail brands is strongly preferred Experience in, or passion for, the fashion or retail industries is a plus Proven ability to manage multiple projects, take initiative and provide clients with proactive business building ideasGoal-oriented and can meet deadlines in high-pressure situations","Compensation: Base Salary. ",0,0,0,"Full-time","Mid-Senior level","Bachelor's Degree","Apparel & Fashion","Project Management",0
14967,"Electrical Controls Engineer","US, MO, St. Louis","","","We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)#URL_94f805e93a6fa859cd8540e9767e187e295d764a384221d77f8880142b6416b7#-#URL_09793957346d4528e4d426a318c76902245c1d53cfc087a53d44e0c78962ab40#Potential Candidates should have: • Experience programming servo drives and motion controllers.• Experience programming touch screen human machine interfaces.• Experience programming vision systems.• BSEE or equivalent, 2-12 years’ experience• Understanding of safety circuit design along with safety category requirements.• Must work well with group, possess good communication and be comfortable working in a fast-paced, diverse environment.","","",0,0,0,"Full-time","","","","",0
2186,"Sr.Java Developer jobs in Utah","US, UT, Salt Lake City","Information Technology & Services","","Roland &amp; Associates is a Corporate Recruitment Organization providing solutions to Global MNCs in US, Middle East &amp; Asia Pacific for the past 11 years.Rated as one of the top recruitment companies in India by Social Talent, Ireland; operating from a state of the art office at Bangalore, located on HAL Airport Road, ‘Team Roland' is supported by 100+ specially trained Searchologists.","Sr. Java Developer Jobs for a Product Based Company in Utah-USA- Job Type: Full-Time Permanent position- Job Location: Salt Lake City, Utah- Education: Bachelor's Degree- Job Experience: 5 - 12 years- Eligibility criteria for this Job :  H1-B candidates / US Citizens / Green Card Holders onlyContact Person:Name: Maya NairE-Mail: #EMAIL_4bce097b9f7e4d94fbb3fa0b00618432380b42118fec0461184edeb93c009652#Phone: #PHONE_06876565bdc6a6865eb9bdb08d1d53b2f5d340a3af9746f600a4963a7cea24b9#","- Job Roles &amp; Skills:1) Java Jaspersoft Reports Developer* Java / J2EE* JasperReports * Strong OOPS concepts3) Sr. Java JSF Developer* Java / J2EE* JSF* JQuery* JavaScript","- Salary: Best package for the right candidate!",0,1,0,"Full-time","Mid-Senior level","Bachelor's Degree","Information Technology and Services","Information Technology",0
7136,"Caregiver/Nursing Student/CNA needed","US, AZ, Tempe","","","","Agency seeking part-time caregiver for male client. MUST have experience using hoyer and working with quadriplegic patients. This is a very part-time position, however more hours may be available with this, or other clients. Schedule is generally Mon and Tue nights 8-9pm so you MUST reside in the area. Hours available on some weekends as well.","Experience using a hoyerExperience working with quadriplegic patients1st aid/cprfingerprint card or ability to getable tp pass criminal backgroundflexiblereliable transportationgreat attitude","TBD",0,0,0,"Part-time","","","","",0
9906,"(Assistant) Accountant","","","","Massive Media is the social media company behind the successful digital brands #URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e# and #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile."," To support our further growth, we’re looking for a dedicated, bright and enthusiastic (Assistant) Accountant. If you are a star at processing, maintaining and organizing, you’ll be more than welcome to join our team. You will perform day-to-day administrative and accounting work;You will do bookkeeping and credit management;You will have a major responsibility in the accounts receivable and payable function (cfr prepare, complete and mail invoices, reports, memos, letters, financial statements, and other documents). Skills and experience: You hold a higher education degree;You have knowledge of economic and accounting principles and practices;You have excellent computer skills, especially with Excel;You possess prefect oral and written communication skills in Dutch and English. French would be a plus;Knowledge of US GAAP and IFRS as well as experience with Microsoft Dynamics GP (formerly Great Plains) is a plus. Personal profile : You work accurately and thorough in completing work tasks;You can cope with a quickly changing environment;You show interest in the social web;You are a team player and have a cooperative attitude (You have high standards of service);You can question existing procedures and routines and are willing to take on the challenge to optimize them.  ","","",0,1,1,"","","","","",0
10992,"Sales Consultant Philly","US, PA, Philadelphia","","","Sarbari is a high-growth, investment-backed software company. We provide the restaurant industry with exciting new solutions that help our customers to save money and work more efficiently. We are located in our newly remodeled headquarters in downtown Allentown.","SALES SUPERSTARS ONLY! EARN $50,000 to $200,000 PLUS BENEFITS Do not respond to this ad unless you can prove that you are a sales superstar. A rare opportunity for a sales professional to upset a whole industry with a first of its kind software product that is revolutionizing the way the restaurant industry does business. Only apply if you can walk into any restaurant, find the decision maker and close the sale.  Candidates must have proven cold calling and closing skills. Existing contacts in the industry are a huge bonus.  We are a fast paced, high-energy growth company and we need like-minded sales professionals now. Hiring in the New York Metro area, Boston, Philadelphia and Washington DC areas.","","Sarbari offers a base salary plus commissions including a complete benefits package. ",0,1,0,"Full-time","","","","",0
13680,"Sales Manager","US, IL, Chicago","","","We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)-He must handle a team of 9 sales exec who are direct employees of company.-He must recruit his team by his own references and also can take assistance from empanelled consultants if required.-He has to train them, motivate them, guide them to meet the monthly and yearly targets given by company. Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ","","",0,0,0,"Full-time","","","Management Consulting","",0
13450,"Agent-Inbound Cust Svc","US, PA, Robinson Township","","11-Nov","Delivering superior customer services for over 10 years, IBEX Global is a business process outsourcer offering an integrated suite of services that supports an expansive array of customer facing solutions.Headquartered in Washington, DC. IBEX Global delivers onshore, near shore and offshore solutions in 5 countries, across 18 call centers employing over 9000+ customer service professionals.  The recipient of several client and community awards such as the Goodwill Industries Employer of the Year, IBEX Global is one of the most forward thinking companies in the BPO industry.","IBEX Global is rapidly growing and we’re looking to quickly ramp up entry level Call Center Customer Service Representatives who will be responsible for taking inbound calls from clients, providing quality support, and cross selling products and services. At IBEX Global we’ve been delivering superior customer services as a business process outsourcer for over 10 years, offering an integrated suite of services that supports an expansive array of solutions for our clients. Representatives are responsible for resolving customer concerns immediately and effectively, displaying professionalism and courtesy at all times, and generating sales of service related products in an inbound sales center. Representatives will also be generating sales through outbound calls to client’s existing customers.IBEX is located in the RIDC Business Park near the Robinson Township area of Pittsburgh metro.Responsibilities:In this role you will be responsible for fielding inbound calls from customers providing quality support and cross selling products and services based on customers’ needs and placing outbound calls to resolve outstanding customer issues or concerns. Additionally, you will be responsible for placing outbound calls to existing customers to generate sales of products and services.Additional responsibilities of the position include:o Resolving customer concerns immediately and effectively, displaying professionalism and courtesy at all timeo Generating sales of our client’s services and products and representing IBEX Global and its clients with the utmost integrity and professionalismo Providing exceptional service and maintaining established acceptance rating on quality monitoring tests and sales goals o Having full knowledge of features and benefits of products and services; quickly and correctly answering product questions; seeking to stay informed of program changeso Attending and actively participating in all required training programs; showing eagerness and capacity to learn new products and programso Proactively working to maximize the performance of the team and organization and meet/exceed goals to include productivity, quality, performance, schedule adherence, attendance and contract negotiation standards","As a Call Center Sales Representative you should be driven to succeed and exceed customer service and sales goals. In this role you should have strong interpersonal communication skills with a confident and outgoing personality. Additional requirements of the position include:o High School Diploma or equivalento Strong sales experience (minimum of 6 months)o Customer service experience to include handling of escalated calls and the ability to interface with irate customers and find a win/win situationo Basic computer skillso Excellent verbal and written communication skills as well as phone etiquetteo Ability to utilize basic math computation skills, preferredo Available Monday through Friday 8:00am to 6:00pm (shift subject to change)o Be willing to submit to a background check and drug screen","Benefits:We offer our employees the following comprehensive benefits plan:o $11.00/hr for Trainingo Tenure based pay raiseso Performance Based Bonuseso Medical, Dental, Vision Insuranceo 401(k) with company matcho Paid Time OffInterested candidates must submit online application with an updated resume for consideration.Thank you for your interest in employment with IBEX GLOBAL.",0,1,0,"Full-time","Entry level","High School or equivalent","Telecommunications","Customer Service",0
5001,"Partner Integration Engineer - Gatcha!","","","","Massive Media is the social media company behind the successful digital brands #URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e# and #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile.","Are you familiar with the payments and platforms side of the consumer web space?    Do you have strong communication skills and a fondness for creating bleeding edge solutions with new technologies as well as in depth knowledge of software development?    Are you ready to smoothly integrate our partners such as game developers, portal sites, social media and youth brands?    Is making (and keeping) people happy what drives you?    Do you often dream in PHP without this being a nightmare?    Are self confidence, helpfulness and smart among the words your friends would use to describe you?No doubts?We are hiring 2 Partner Integration Engineers for Gatcha!Apply now!","","",0,1,0,"","","","","",0
10499,"Manchester Doctors Requires Business Admin Apprentice Under NAS 16-18 Year Olds Only","GB, MAN, Rusholme","","","Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ","Government funding is only available for 16-18 year olds.Perfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Business Admin. During the first 12 months you will work towards a Level 2 Business Admin NVQ and then be kept on in a permanent position.You will be working in a medical centre and the role will involve:-Working in a busy admin team-Answering the telephone -Filing and faxing-Dealing with patients-General admin dutiesIdeal candidates will be willing to learn and will have an excellent telephone manner.If you are motivated and career minded please apply now.","16-18 year olds only due to government funding.Full time availability.","Career prospects.",0,1,1,"Full-time","Not Applicable","High School or equivalent","","Administrative",0
3352,"MBA Intern (Business Development)","US, NY, New York","Business Development","","Daily Secret is one of the fastest growing digital media brand for premium audiences around the world, serving 1.8 million subscribers every day. Covering over 35 markets, its signature daily email newsletters reveal coveted bars, restaurants, shops and all around local ‘secrets’ while integrating brands around passion points. Headquartered in New York, NY and Athens, Greece, Daily Secret is backed by leading media investors, such as Greycroft Partners, eVentures, Ronald Lauder, Dick Parsons, and Andy Russell. To learn more about us visit #URL_e830679f90409d3a40bc46c9110e3c627418d0bff3a005f2a78539860ed584c2#","Daily Secret is seeking an MBA intern to help formulate a strategy for custom content partnerships. This role is primarily responsible for identifying, evaluating, and pursuing revenue-generating partnership opportunities with private events, music festivals, and industry conferences. Our ideal candidate is an MBA student with a strong background in business development. We’re looking for an energetic self-starter who is eager to be part of an international, fast-growing digital media startup. You must be results-driven, have strong analytical skills and be committed to creating new business opportunities.This position will be based in New York, NY.Responsibilities:Research and evaluate custom content partnership opportunities with private events, music festivals, and industry conferences.Initiate contact and establish relationships with target partners.Work with executive team to formulate the company’s strategy around custom content partnerships.Proactively provide smart client research and industry specific information.Identify and understand trends within client markets and industries.Represent the brand with the highest level of professionalism, organization and service.","Current MBA student or recent MBA grad.Strong interpersonal skills, previous business development experience preferred.Previous experience in management consulting or similar strategy role.Highly motivated self starter with excellent presentation, creative and analytical skills.Strong, positive leadership presence with a get-it-done mentality.Detail-oriented with superior writing and verbal communication skills.","We offer...first-hand experience at a fast-growing, global digital media startupthe opportunity to expand your skill set from traditional to digital mediadaily exposure to readers around the world who are passionate about our secretsintelligent colleagues who take pride in their work$400/week stipend, a full fridge, and all that jazz",0,1,1,"Full-time","Internship","Master's Degree","Internet","Business Development",0
8153,"Web Designer - Gatcha!","","","","Massive Media is the social media company behind the successful digital brands #URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e# and #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile.","Is creating rocking designs as important for you as CSS code readability?    Do you have solid understanding of web design standards and user interface design?    Are you admired for your endless creativity and the coolness of your designs?    Would you adore to create stuff used by millions of online social gamers instantly?    Can you guarantee attractive, catchy, stunning and exquisite graphics? Never answered “no”?No doubt we need to see your work and get to know each other.Click here to join us!","","",0,1,1,"","","","","",0
9630,"Account Manager","GR, , Athens","","","In OPUS Integrated Communication we plan, organize and implement the strategic communication and marketing for companies and institutions of premium products &amp; services.At the same time, we organize and realize major and unconventional productions and we treat each one as a unique event, a whole experience that should satisfy even the most demanding audience.Our Aim is:To promote and communicate companies &amp; institutions with the most efficient meansTo create the most qualitative and unconventional event productions","Are you interested in international lifestyle and corporate accounts?We are looking for an Account Manager to join our team –  a dynamic character that is not afraid to think outside of the box, who is involved in the lifestyle and culture sectors are a must for this position.If you are you in the know about the new things happening in Greece, up on current trends and want to work with international brands, then this could be the job for you!We are looking for go-getters with a flexible approach to projects and campaigns that are able to lead the day-to-day management of clients' PR &amp; Marketing activities and implement integrated campaigns.You must hold effective financial management, strong writing and presentation skills, be proactive by nature in order to add to our rapidly growing client portfolio and media contact list. Prior experience  managing major accounts is essential!!!If you are  an experienced account manager and will deliver above and beyond what is expected, please get in touch today!","Excellent writing, client service and media relations skillsAt least 5 years of experience in marketing communications/PR, preferably in an agency settingBroad knowledge of the marketing communications field with a focus on accountabilityBroad knowledge of the social media environmentRecognize quality in marketing communications and have a strong drive to achieve nothing lessAbility to multitask and maintain order in the face of chaos.A “can-do” temperament. Commitment to meeting deadlines and doing whatever it takesA self-starter who is energetic, enthusiastic, persistent, creative and motivated to work in a fast-paced, team environmentAwareness of value of time and the ability to maximize the use of the time allotted to each project; ability to “work smart”Strong people skills; ability to interact with a wide range of personalitiesA positive attitude and sense of humorTrustworthy; honest and reliable","",0,1,0,"Full-time","Mid-Senior level","Master's Degree","Marketing and Advertising","",0
4224,"Sales Development Representative","US, CA, San Francisco","Sales","80000-140000","Engagor is a venture backed startup founded in 2011, with offices in San Francisco and Belgium, Europe. Engagor is real-time customer engagement and insights platform for the social enterprise. We help brands like T-Mobile, CocaCola, Evernote and Volvo to have personal conversations with all of their customers on a global scale.","As an entry level Sales Development Representative (SDR), you are responsible for lead management, list building and qualification through various activities in both outbound and inbound sales. You will carry out presales activities to develop a high quality lead funnel focusing on start-ups to large enterprise brands. You will be the first point of contact with our customers and connect potential Engagor clients with our world-class sales team.Your Responsibilities Will IncludeManage, work through and qualify all incoming leads both outbound and inbound.Set up key lists and participate in outbound sales actions focused on specific business industriesCheck background of leads to verify if lead is qualifiedReach out to people who actively show interest in Engagor, understand their needs and qualify their interestTranslate a customer’s needs to the possibilities of Engagor during an introduction callIdentify budget, decision maker, project needs, identify/solve problems and timeline for qualified leads before handing over the sales opportunity to the sales teamDemonstrate proficient knowledge about our solution’s added value and advantages and be able to communicate these advantages effectivelySpeak with all levels of professionals about their business needs and initiativesWork closely with the Sales and Marketing team to define and understand target customersAnswer the general sales line phoneKeep track and manage your actions in our CRMBe an expansion of our amazing support team and respond to both clients and potential clients questions and needsDaily priorities are telephone conversations with interested leads, list building and management of leads and appointments","Minimum of 1 year experience in a sales/qualifying leads roleExperience with Salesforce, and Marketo/Hubspot is a big plusDesire to establish a career in sales or customer successExceptional ability to engage with multiple prospects and the ability to listen and capture key data/information/opportunitiesAbility to hand over qualified leads to sales colleaguesThe phone is no enemy and you have a love for talking with peopleCreative writing skills to create unique, charismatic emails and responsesYou have a passion for social media and enjoy using all social media applications","Competitive salary and commission structureWork with a great team of passionate people in a high growth environmentFull healthcare benefits plan",0,1,0,"Full-time","Entry level","Bachelor's Degree","Internet","Sales",0
3725,"Ruby developer","","","","Seamless software production. Enterprise grade.Our company was founded in 2014, but our story started eight years earlier. Over the years we've been fortunate to build a number of custom-tailored software production solutions for our customers, including some of the world's largest companies. We've learned enterprises have transformed the software delivery processes, but the tools lag behind: fragmented, hard to maintain and unpleasant to use. To bring our vision for the software delivery experience, we've created Deveo. With our powerful, integrated and easy to use platform our mission is to make enterprise software production seamless.","We're looking for a talented, experienced, full-time Ruby developer to help us with design, implementation and testing of core Deveo product.Here is who we are looking for:You’re the type of person who is passionate about creating simple and practical solutions that are efficient and pleasant to use. You're a coder, enthusiast, mentor, and tech evangelist. You are also an ambitious person with analytical skills, who is ready to take initiatives, but also listens to others. Since Deveo product is all about software production, we expect you to understand the principles of DevOps, enjoy creating developer tools, and willing to learn new technologies.","An ideal candidate will have:Strong Ruby programming skillsCreated Rails, Sinatra, and Ruby CLI applicationsExperience in deploying Ruby applicationsSolid knowledge of SQL and NoSQL databasesExperience building simple, well-designed APIsOptimized performance of Ruby applicationsTested with Rspec, Test::Unit, CapybaraWorking knowledge of CFamiliarity with Linux operating systemsWorked remotely in distributed teamStrong written and communication skillsBonus points for:Experience building real-time applications and APIsOpen source contributionsPast startup experienceFamiliarity with #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#","Interested?We offer possibilities for career progression in the company. You will have an opportunity to make a difference in an innovative tech startup. You will be able to work from anywhere and anytime, as long as you can make some of your working time overlap with business hours in the GMT+3 time zone. Read more about our working culture and hiring process at #URL_60a5054a16610e17458ad40b0efc9e87229a16cc8199cd60928b214f2de87457#.The perfect candidate has a passion for craft and a resume to back it up. Please send us links to your works, Github, Blog or any other resources you are proud of. Also, please attach a cover letter telling about yourself and why do you want to work for Deveo.",1,1,0,"Full-time","Mid-Senior level","Bachelor's Degree","Computer Software","Information Technology",0
9846,"Senior QA Engineer ","IN, , Hyderabad","Information Technology","","#URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications throughout this process to the HR department at Aptitude Staffing Solutions#EMAIL_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c#Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#","Responsibilities:* Acquire and maintain a comprehensive expertise in all company components   Platform, test automation, and monitoring systems currently being used.* Works closely with Development engineers and other Quality Assurance team members to   identify, report, and troubleshoot defects to verify problem fixes in a detailed, efficient, and   timely manner.* Ensure that new and existing product functionality are reliable, defect free and function as   intended.* Strong analytical and problem solving skills, an ability to multitask, and work in a fast-paced   environment with changing priorities.* Work with QA managers and Director to develop and execute QA strategies to meet   department and corporate's goals.* Gather and provide metrics for automation and product readiness.* Analyze gaps in #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s immune system (automated test suite) coverage.","Required Skills and Experience:Minimum of five years of experience in software quality assurance, or related field, including   individual contributor experience. Programming aptitude; able to read and understand code, write automation test cases. Working knowledge of software development and QA methodologies. Excellent communication skills. Experience in designing, implementing, and managing automated test suites.","What Is OfferedOur client's core values drive their culture. This is what they believe and we support: Watch the culture video to learn more.MAKE CUSTOMERS SUCCESSFUL ""Customers' success is ours. We live to solve their problems, improve their futures, and exceed their expectations. When our customers win, we win.""SET THE BAR HIGH. ""We're trying to revolutionize an industry, so we can't be just good—we have to be the best. That means striving for the best team, product, and company on the planet.""BE ACCOUNTABLE. ""We own our work. We keep our promises. And we always follow through. We take responsibility for failures, and humble bows for successes. There's no time for excuses and finger pointing.""SHOW INTEGRITY. ""Forget loopholes, back doors, and shades of gray. We just say it. We are honest and straightforward with everyone. The only way we can bring clarity to a chaotic world is to walk-the-walk ourselves.""MAKE EACH OTHER BETTER. ""Everything we achieve, we achieve together. Nobody is too important to grab a broom.""ALWAYS MOVE FORWARD. ""We see the world as it could be, not just as it is. With our passion for finding new solutions to old problems, we're creating that new world. It's a future worth adapting to.""The Benefits Generous paid time off to help you maintain a good work-life balanceFully catered lunches available everyday to all employees at the corporate officeOffices fully stocked with snacks and refreshments to keep you energized and productiveExtensive employee benefits and perks to show how much we value your effortsFun team events, company events, employee sponsored events, employee recognition awards, and more!We are currently under contract with our client in attracting, engaging and initiating the hiring process. We are working directly with the hirng manager for this role and welcome the opportunity to discuss your candidacy with you.  Thank you for your time and consideration.  We look forward to hearing from you.  Please direct resumes, questions and inqueries to Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#",0,1,1,"Full-time","Mid-Senior level","Bachelor's Degree","Marketing and Advertising","Engineering",1
12826,"Technology Project Manager","US, GA, Atlanta","","","Leapfrog Services provides managed IT services for businesses and nonprofits worldwide.Founded in 1998 with the philosophy that IT should enhance your business, not get in the way of it, we consider ourselves to be a service company—one that delivers the highest possible level of technological expertise, with an unwavering dedication to extraordinary service. In our world, high-tech doesn't mean high-jargon or high-stress—it means high-touch and high-availability. Our IT services and solutions include: network management; data backup; data security; server hosting and support; collocation; 24/7 support and field services; disaster recovery; and expert consulting for IT planning, asset management and procurement. Our Help Desk provides support for an extensive range of technologies, including printers and mobile devices, and resolves 98% of issues during the first call. Leapfrog has consistently earned a client retention rate of around 95%, ever since pioneering IT outsourcing and remote IT management. By providing smarter, more reliable IT solutions that are also sustainable and scalable, Leapfrog helps your entire team be more productive, while optimizing your IT investment. If you absolutely love working with leading-edge technology, want to be part of a fun, service-based culture and prefer the security of an established company with growth opportunities and excellent benefits, Leapfrog is just the pond you're looking for!","Provide project management, administration and coordination of small to medium-size infrastructure projects, which include desktop deployments, network device implementation, circuit installations, server upgrades, migrations, and office and data center relocations.Coordinate project team and extended internal resourcesNavigate across departments, interfacing with sales, account management, procurement, first-, second-, and third-level supportRepresent technical project team to clientCoordinate vendors and telecommunications careers and ISPsCreate and maintain scope documentation, work break down structures, and schedulesPerform risk managementAssist with customer onboarding and service definition","High-level understanding of IT infrastructure; i.e., client-server and web-based communications and operations, virtualization, SANs, Windows Server, Active Directory, DNS, VPN, etc","",0,1,1,"Full-time","Mid-Senior level","","Information Technology and Services","Project Management",0
